ID,Rented Bike Count,Hour,Temperature,Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature,Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
7860,940,11.0,15.7,53,1.0,,6.1,1.99,,0.0,Autumn,,Yes
2075,195,,2.1,42,1.1,1564.0,-9.5,1.12,0.0,0.0,Winter,No Holiday,Yes
4053,1386,,16.2,76,2.1,2000.0,11.9,0.02,0.0,0.0,,No Holiday,Yes
7545,2000,8.0,7.0,56,3.1,1971.0,-1.1,,0.0,0.0,Autumn,,Yes
1623,147,14.0,-7.0,26,4.4,1986.0,-23.3,2.24,,0.0,Winter,No Holiday,Yes
4684,289,3.0,20.8,73,,756.0,15.7,,0.0,0.0,Summer,No Holiday,Yes
5498,741,1.0,25.7,80,,805.0,21.9,0.0,,0.0,Summer,No Holiday,Yes
7142,885,13.0,20.9,30,3.5,2000.0,2.6,2.93,0.0,0.0,Autumn,Holiday,Yes
7321,0,,,72,,1987.0,8.0,0.0,0.0,0.0,Autumn,No Holiday,No
5797,663,12.0,33.6,48,1.6,2000.0,21.0,1.89,0.0,0.0,,No Holiday,Yes
7185,598,8.0,16.7,60,2.0,2000.0,,,0.0,0.0,Autumn,,Yes
8125,1145,12.0,,33,2.9,1530.0,0.0,,0.0,0.0,Autumn,No Holiday,Yes
7078,1540,21.0,,82,0.6,2000.0,16.7,0.0,0.0,0.0,Autumn,No Holiday,Yes
41,618,16.0,6.4,48,2.6,,-3.8,0.22,0.0,0.0,Winter,No Holiday,Yes
5476,372,,24.8,80,,1988.0,21.1,0.0,0.0,0.0,Summer,No Holiday,Yes
2090,122,1.0,-1.2,63,0.9,1846.0,-7.3,0.0,0.0,0.0,Winter,No Holiday,Yes
3925,1434,12.0,18.3,65,1.2,1489.0,11.5,,,0.0,Spring,No Holiday,Yes
2176,458,15.0,1.6,35,4.5,,-12.2,2.54,0.0,0.0,Spring,Holiday,Yes
7314,1799,17.0,17.2,53,2.9,2000.0,7.5,0.25,0.0,0.0,Autumn,No Holiday,Yes
8683,1538,,10.2,74,1.2,289.0,5.7,0.0,,0.0,Autumn,,Yes
75,112,2.0,4.4,87,1.8,207.0,2.4,0.0,0.0,0.0,Winter,No Holiday,Yes
7423,0,6.0,16.5,96,2.3,417.0,15.8,0.0,,0.0,Autumn,,No
3799,555,,14.8,64,1.5,2000.0,,0.02,0.0,0.0,Spring,No Holiday,Yes
2658,319,,2.5,78,2.0,2000.0,-0.9,0.25,0.0,0.0,Spring,No Holiday,Yes
3181,969,12.0,17.5,20,4.6,2000.0,-5.7,3.07,0.0,0.0,Spring,No Holiday,Yes
2077,396,12.0,5.5,25,3.1,1652.0,,2.28,0.0,0.0,Winter,No Holiday,Yes
442,199,9.0,-5.3,48,2.6,1810.0,-14.6,0.18,0.0,2.5,Winter,,Yes
7961,385,16.0,12.2,65,,2000.0,5.8,0.52,0.0,0.0,Autumn,No Holiday,Yes
2052,298,,2.2,50,2.4,608.0,-7.1,1.1,0.0,0.0,Winter,No Holiday,Yes
2542,710,21.0,5.8,43,1.8,2000.0,-5.8,0.0,0.0,0.0,,No Holiday,Yes
1302,34,,-15.6,29,3.7,2000.0,-29.6,0.0,0.0,0.9,Winter,,Yes
5878,1535,21.0,33.3,63,1.2,1304.0,25.2,0.0,0.0,0.0,Summer,No Holiday,Yes
7369,0,0.0,15.5,65,,2000.0,8.9,0.0,0.0,0.0,Autumn,No Holiday,No
3431,13,22.0,11.6,89,2.0,469.0,9.8,0.0,4.0,0.0,Spring,No Holiday,Yes
1305,364,8.0,-16.2,30,1.6,2000.0,-29.8,0.0,0.0,0.9,Winter,No Holiday,Yes
237,165,20.0,0.6,57,3.9,1954.0,-6.9,,0.0,0.0,Winter,,Yes
7733,184,4.0,8.1,76,0.3,2000.0,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes
2600,370,7.0,6.5,88,,515.0,4.6,0.0,0.0,0.0,Spring,,Yes
4617,2375,8.0,20.7,55,1.5,2000.0,11.3,1.23,0.0,0.0,Summer,No Holiday,Yes
2574,67,5.0,5.6,55,,1008.0,-2.7,0.0,0.0,0.0,Spring,,Yes
3281,1452,16.0,18.5,24,3.0,1773.0,-2.4,2.27,,0.0,Spring,No Holiday,Yes
3187,2359,18.0,17.9,16,3.7,2000.0,,,0.0,0.0,Spring,No Holiday,Yes
3954,1891,17.0,24.4,51,1.9,466.0,13.5,1.42,0.0,0.0,Spring,No Holiday,Yes
2769,983,,6.4,90,1.4,117.0,4.8,0.13,0.0,0.0,Spring,No Holiday,
4832,1629,7.0,20.0,77,1.7,,15.8,0.29,0.0,0.0,Summer,,Yes
4224,1209,23.0,17.6,55,0.5,1362.0,8.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2107,929,18.0,7.2,26,2.3,1398.0,-11.0,0.33,0.0,0.0,Winter,No Holiday,Yes
2680,758,15.0,10.7,34,4.5,,-4.5,2.51,0.0,0.0,Spring,No Holiday,Yes
7326,0,5.0,10.8,82,0.3,,7.8,0.0,0.0,0.0,Autumn,,No
2762,185,1.0,6.3,87,1.8,153.0,4.2,,0.0,0.0,Spring,No Holiday,Yes
4689,187,,18.9,97,1.2,492.0,18.4,0.06,,0.0,Summer,No Holiday,Yes
5400,1439,,26.2,84,1.0,1646.0,23.2,,0.0,0.0,Summer,No Holiday,Yes
1388,122,19.0,-7.1,33,2.0,1887.0,-20.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2902,1010,21.0,13.3,48,1.6,1582.0,2.5,0.0,0.0,0.0,Spring,No Holiday,Yes
3578,554,1.0,11.2,57,1.6,,2.9,0.0,0.0,0.0,Spring,No Holiday,Yes
7666,1177,9.0,11.8,55,0.7,1182.0,3.0,0.55,0.0,0.0,Autumn,No Holiday,Yes
7976,1070,7.0,4.6,76,0.7,2000.0,0.7,0.0,0.0,0.0,Autumn,No Holiday,Yes
7084,458,3.0,18.8,90,1.0,1191.0,,0.0,0.0,0.0,Autumn,No Holiday,Yes
8594,507,1.0,2.4,30,1.3,2000.0,-13.4,0.0,0.0,0.0,,No Holiday,
7394,735,1.0,18.6,66,,,12.1,0.0,,0.0,Autumn,No Holiday,Yes
5001,1995,8.0,19.7,97,1.5,200.0,19.2,0.25,0.0,0.0,Summer,No Holiday,Yes
5854,1500,21.0,33.3,64,3.0,1680.0,25.5,0.0,0.0,0.0,Summer,No Holiday,Yes
1280,211,,-12.5,41,4.5,2000.0,-23.0,,0.0,1.0,Winter,No Holiday,Yes
8241,0,8.0,10.1,85,2.4,1809.0,7.6,0.05,0.0,0.0,,,
805,297,12.0,-3.4,32,3.1,1706.0,-17.7,1.02,0.0,,,No Holiday,Yes
6405,1162,20.0,23.5,81,3.5,2000.0,20.0,0.0,0.0,0.0,,No Holiday,Yes
1556,135,,-7.6,32,4.8,2000.0,-21.4,0.0,0.0,0.0,Winter,No Holiday,Yes
8300,685,19.0,8.7,52,0.8,1590.0,-0.6,0.0,0.0,0.0,,,Yes
3191,1142,22.0,13.5,15,2.2,2000.0,-12.6,,0.0,0.0,,No Holiday,Yes
4567,381,6.0,19.0,84,0.5,440.0,16.2,0.05,,0.0,,No Holiday,Yes
4803,527,2.0,20.2,71,1.2,1414.0,14.7,0.0,,0.0,Summer,,Yes
8465,1026,16.0,9.4,39,1.8,1704.0,-3.8,0.56,0.0,0.0,Autumn,No Holiday,Yes
7167,1522,14.0,23.7,28,1.4,2000.0,4.0,2.77,,0.0,Autumn,Holiday,Yes
4842,2289,,,50,3.2,1137.0,16.6,1.93,0.0,0.0,Summer,No Holiday,Yes
3595,1950,18.0,20.1,28,3.2,1114.0,1.0,,0.0,0.0,Spring,,Yes
6036,659,,30.8,63,2.4,1919.0,22.9,0.94,0.0,0.0,,No Holiday,Yes
6853,1165,12.0,26.3,44,,1966.0,,2.91,0.0,0.0,Autumn,No Holiday,Yes
6959,988,,21.4,87,2.4,540.0,19.1,0.0,0.0,0.0,Autumn,No Holiday,Yes
1921,148,0.0,-1.1,39,1.7,1832.0,-13.3,0.0,0.0,0.0,Winter,No Holiday,Yes
514,298,9.0,0.3,67,0.7,897.0,-5.1,0.03,0.0,0.6,Winter,Holiday,Yes
4178,578,1.0,12.9,62,,1557.0,5.7,0.0,,0.0,Spring,No Holiday,Yes
6844,297,3.0,18.4,57,1.3,2000.0,9.7,0.0,0.0,0.0,Autumn,,Yes
1309,121,12.0,-12.2,26,4.0,2000.0,-27.8,1.17,,0.9,,No Holiday,Yes
5668,327,3.0,28.9,69,2.8,1871.0,22.6,0.0,0.0,0.0,Summer,,Yes
915,77,2.0,0.8,42,0.5,1275.0,-10.6,0.0,,0.0,Winter,No Holiday,Yes
3453,37,20.0,9.4,95,1.6,740.0,8.6,0.0,,0.0,,No Holiday,Yes
3696,832,23.0,,62,2.1,1694.0,3.6,0.0,0.0,0.0,Spring,No Holiday,Yes
4243,2020,18.0,,33,2.2,822.0,9.3,1.07,0.0,0.0,Spring,No Holiday,Yes
3157,0,12.0,15.7,46,3.9,1132.0,4.0,3.05,0.0,0.0,Spring,,No
2199,450,14.0,3.4,23,2.4,1545.0,-15.8,2.74,0.0,0.0,Spring,No Holiday,Yes
775,139,6.0,-3.2,67,0.4,1409.0,-8.4,0.0,,0.0,Winter,No Holiday,Yes
4426,831,9.0,22.7,39,0.7,1880.0,,1.91,0.0,0.0,Summer,No Holiday,Yes
6151,643,6.0,27.8,71,0.1,,22.0,0.0,,0.0,Summer,,Yes
6098,703,1.0,29.4,58,1.5,2000.0,,0.0,0.0,0.0,Summer,,Yes
944,245,7.0,-5.9,57,3.1,1686.0,-13.0,0.0,0.0,0.8,Winter,No Holiday,Yes
823,120,6.0,-7.6,47,,2000.0,-16.9,0.0,0.0,0.0,Winter,No Holiday,Yes
6879,1097,14.0,27.2,49,1.5,1945.0,15.5,2.54,0.0,0.0,Autumn,No Holiday,Yes
5006,1234,13.0,24.9,69,2.2,850.0,18.8,2.14,0.0,0.0,Summer,No Holiday,Yes
6613,1075,12.0,27.5,43,1.4,1959.0,13.7,2.75,0.0,0.0,Autumn,No Holiday,Yes
4278,247,5.0,16.6,0,,1361.0,9.7,0.0,0.0,0.0,,,Yes
165,390,20.0,-1.4,47,2.5,1620.0,-11.2,0.0,0.0,0.0,Winter,,Yes
5620,238,3.0,29.6,50,2.1,1970.0,18.0,,0.0,0.0,Summer,No Holiday,Yes
4548,1095,,21.9,64,,,14.7,1.03,0.0,0.0,Summer,,Yes
3984,848,23.0,24.8,60,1.0,795.0,16.5,,,0.0,Spring,No Holiday,Yes
2539,1641,18.0,10.0,33,1.2,2000.0,-5.5,0.68,,0.0,Spring,No Holiday,Yes
6958,1146,21.0,21.2,88,1.7,373.0,19.1,0.0,0.0,0.0,Autumn,No Holiday,Yes
3192,772,,,16,,2000.0,-12.6,0.0,0.0,0.0,Spring,No Holiday,Yes
1312,149,15.0,-10.8,29,3.8,2000.0,-25.4,1.06,0.0,0.7,Winter,No Holiday,Yes
8138,346,1.0,9.3,78,0.1,,,,,0.0,,No Holiday,Yes
5208,1406,23.0,23.9,66,1.5,2000.0,17.1,0.0,0.0,0.0,Summer,No Holiday,Yes
8326,1189,21.0,8.5,50,0.5,1707.0,-1.3,,0.0,0.0,Autumn,No Holiday,Yes
5384,1321,7.0,25.0,83,1.0,1350.0,21.9,,0.0,0.0,Summer,,Yes
8729,748,16.0,5.8,39,2.6,1489.0,-7.1,0.1,0.0,0.0,Autumn,No Holiday,Yes
3676,156,3.0,7.0,86,1.2,2000.0,4.8,0.0,0.0,0.0,Spring,No Holiday,Yes
7219,3154,,22.5,38,0.8,2000.0,7.4,0.31,0.0,0.0,Autumn,No Holiday,Yes
6723,259,2.0,21.3,76,2.2,1559.0,16.8,0.0,0.5,0.0,Autumn,,Yes
3301,1112,12.0,18.0,26,2.2,1459.0,-1.8,3.03,0.0,0.0,,,Yes
3311,1071,22.0,11.0,34,,1529.0,-4.2,0.0,0.0,0.0,Spring,No Holiday,Yes
6905,1503,,,57,1.6,2000.0,17.0,0.72,0.0,0.0,,No Holiday,Yes
7222,1930,21.0,18.7,48,1.3,2000.0,7.4,0.0,0.0,0.0,Autumn,,Yes
328,301,15.0,-2.5,29,1.1,1667.0,-18.1,0.48,0.0,0.0,Winter,No Holiday,Yes
5887,544,6.0,30.5,62,1.3,1583.0,22.3,0.01,0.0,0.0,Summer,No Holiday,Yes
2491,2100,18.0,19.2,53,2.4,2000.0,9.3,0.58,0.0,0.0,Spring,No Holiday,Yes
8484,745,11.0,9.8,51,,781.0,0.1,1.42,0.0,0.0,Autumn,No Holiday,Yes
6104,316,7.0,27.4,61,0.6,2000.0,19.2,0.17,0.0,0.0,,,Yes
5955,309,,28.6,80,1.2,1163.0,,0.0,0.0,0.0,Summer,No Holiday,Yes
8457,371,8.0,2.6,53,0.7,1548.0,-6.0,0.03,,0.0,Autumn,No Holiday,Yes
4409,1707,16.0,29.6,26,3.7,2000.0,,2.58,0.0,0.0,Summer,,Yes
833,309,,-1.4,34,1.8,1719.0,,0.3,0.0,0.0,Winter,No Holiday,Yes
3080,159,7.0,0.9,54,0.8,2000.0,-7.3,0.11,0.0,0.0,Spring,No Holiday,Yes
3463,262,6.0,9.6,87,2.0,2000.0,7.5,0.0,0.0,0.0,Spring,No Holiday,Yes
5298,104,17.0,,93,1.4,1684.0,19.1,,,0.0,Summer,No Holiday,
8126,1355,13.0,18.3,26,1.2,1503.0,-1.5,2.17,,0.0,Autumn,No Holiday,Yes
55,13,6.0,3.4,86,2.5,278.0,1.2,0.0,1.0,0.0,Winter,No Holiday,Yes
6231,791,14.0,32.7,27,2.0,,11.2,3.21,0.0,0.0,Summer,No Holiday,Yes
4065,766,8.0,13.7,57,1.4,2000.0,5.3,1.28,,,Spring,No Holiday,Yes
3452,50,19.0,9.4,95,1.8,531.0,8.6,,1.5,0.0,Spring,,Yes
6306,1704,17.0,32.1,44,2.6,1731.0,18.3,0.6,0.0,0.0,Summer,No Holiday,Yes
1902,22,5.0,-4.0,28,0.5,2000.0,-19.8,0.0,0.0,0.0,Winter,No Holiday,Yes
1482,279,17.0,-0.9,34,2.8,2000.0,-14.8,0.28,0.0,1.8,Winter,No Holiday,Yes
4874,912,1.0,20.2,75,1.4,525.0,15.6,0.0,0.0,,,,Yes
4896,1648,23.0,22.9,34,1.1,1810.0,6.1,0.0,,0.0,Summer,No Holiday,Yes
4151,29,22.0,16.8,87,0.6,447.0,,,0.5,0.0,Spring,,Yes
7069,143,12.0,19.1,91,2.0,1971.0,17.5,0.63,0.0,0.0,Autumn,No Holiday,Yes
3336,671,,10.7,42,0.9,1236.0,-1.7,0.0,0.0,0.0,Spring,No Holiday,Yes
6017,839,16.0,35.1,40,2.6,1989.0,19.4,,0.0,0.0,Summer,No Holiday,Yes
4927,258,6.0,,87,2.0,255.0,17.9,,0.0,0.0,Summer,No Holiday,Yes
947,190,10.0,-4.8,57,3.0,1559.0,-12.0,0.47,0.0,0.5,Winter,No Holiday,Yes
5798,688,13.0,34.7,43,,2000.0,20.2,2.05,0.0,0.0,Summer,No Holiday,Yes
3294,143,5.0,7.4,56,0.6,1746.0,-0.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2162,147,1.0,,97,0.2,859.0,,,0.0,0.0,Spring,,Yes
8611,426,18.0,2.6,86,1.1,834.0,0.4,0.0,0.0,3.5,Autumn,No Holiday,Yes
5084,481,19.0,24.3,95,0.5,958.0,23.4,0.11,4.0,0.0,Summer,No Holiday,Yes
6646,110,21.0,21.6,97,0.5,646.0,21.0,0.0,,0.0,Autumn,No Holiday,Yes
7851,371,2.0,9.5,87,1.0,919.0,,0.0,0.0,0.0,Autumn,No Holiday,Yes
3058,426,9.0,,37,3.6,1668.0,-9.9,1.07,0.0,0.0,Spring,No Holiday,Yes
7343,0,22.0,,69,0.8,1987.0,9.8,,0.0,0.0,Autumn,No Holiday,No
5491,2770,,31.3,55,2.5,1550.0,21.1,1.2,,0.0,Summer,No Holiday,Yes
6734,1119,13.0,,50,2.9,2000.0,13.2,2.37,0.0,0.0,,No Holiday,Yes
769,148,0.0,-1.8,54,1.1,1772.0,-9.8,0.0,0.0,0.0,,No Holiday,Yes
2066,189,1.0,-1.4,43,0.6,1791.0,-12.3,0.0,,0.0,Winter,No Holiday,Yes
8313,1699,8.0,3.3,69,0.0,2000.0,-1.8,,,0.0,Autumn,No Holiday,Yes
3496,1180,15.0,22.8,21,2.1,1542.0,-0.6,2.75,,,Spring,,Yes
7312,1258,,19.0,40,3.8,1983.0,5.0,1.96,0.0,0.0,Autumn,No Holiday,Yes
286,270,,-8.8,43,1.4,1999.0,-19.1,0.0,0.0,0.0,Winter,,Yes
1501,240,,,31,,1869.0,-16.1,1.2,0.0,1.3,Winter,No Holiday,Yes
4525,1099,,25.0,56,3.0,715.0,15.6,3.19,0.0,,Summer,,Yes
8230,21,21.0,14.0,96,4.1,292.0,13.3,0.0,18.0,0.0,Autumn,No Holiday,Yes
2333,8,,3.3,90,1.3,682.0,1.8,0.0,0.0,0.0,Spring,,Yes
2718,82,5.0,4.7,54,1.3,543.0,-3.8,,0.0,0.0,Spring,,Yes
2080,612,,7.5,21,,1900.0,-13.4,2.22,0.0,0.0,Winter,No Holiday,Yes
3390,122,5.0,13.0,70,0.5,385.0,7.6,0.0,0.0,0.0,Spring,No Holiday,Yes
723,65,2.0,0.4,95,1.7,110.0,-0.3,0.0,0.0,1.2,Winter,Holiday,Yes
952,257,15.0,-2.4,51,4.6,1458.0,-11.1,0.46,0.0,0.0,Winter,No Holiday,Yes
8079,1160,14.0,18.0,31,1.2,1506.0,0.5,,0.0,0.0,Autumn,No Holiday,Yes
2263,20,6.0,4.2,87,2.0,1979.0,,0.0,2.0,,Spring,No Holiday,Yes
990,42,5.0,-11.9,61,1.8,1759.0,,0.0,0.0,0.0,Winter,No Holiday,Yes
3213,1359,20.0,16.2,22,0.9,2000.0,-5.5,0.0,0.0,0.0,Spring,No Holiday,Yes
1760,236,7.0,-9.5,35,1.1,2000.0,-22.1,0.0,,,Winter,No Holiday,Yes
7614,110,,,79,0.3,765.0,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes
4423,228,6.0,16.9,62,0.4,1768.0,,,0.0,0.0,Summer,No Holiday,Yes
6705,2270,8.0,21.8,77,0.9,1419.0,17.5,0.43,0.0,0.0,Autumn,No Holiday,Yes
5480,1356,7.0,24.4,75,1.0,841.0,19.6,0.35,0.0,,Summer,No Holiday,Yes
1725,132,20.0,-4.4,19,5.8,2000.0,-24.6,0.0,0.0,,,No Holiday,Yes
5183,2091,22.0,25.1,73,2.5,1808.0,19.9,,0.0,0.0,Summer,No Holiday,Yes
8250,0,17.0,12.9,66,3.6,682.0,6.6,0.32,0.0,0.0,Autumn,No Holiday,No
342,68,5.0,-7.5,64,,989.0,-13.1,0.0,0.0,0.0,Winter,No Holiday,Yes
3702,186,5.0,9.2,63,0.8,1896.0,2.5,0.0,0.0,0.0,Spring,No Holiday,Yes
4244,1985,19.0,24.9,46,3.1,1341.0,12.4,0.43,0.0,0.0,Spring,No Holiday,Yes
689,504,16.0,,56,2.2,396.0,-2.6,,0.0,0.0,Winter,No Holiday,Yes
3433,81,0.0,10.7,94,2.6,477.0,,,2.0,0.0,Spring,No Holiday,Yes
5204,2309,19.0,26.7,69,1.4,2000.0,20.5,,0.0,0.0,Summer,,Yes
4945,962,0.0,22.9,79,0.6,715.0,19.0,0.0,0.0,0.0,Summer,No Holiday,Yes
967,84,6.0,-7.7,74,1.1,2000.0,-11.5,0.0,0.0,0.8,Winter,No Holiday,Yes
3121,485,0.0,9.0,46,,1259.0,-2.0,0.0,0.0,0.0,Spring,No Holiday,Yes
8298,660,,8.9,57,3.0,1149.0,0.8,0.03,0.0,0.0,Autumn,,Yes
2204,568,19.0,2.0,26,2.3,1985.0,-15.5,0.02,0.0,0.0,Spring,No Holiday,Yes
2714,360,1.0,4.7,51,1.1,728.0,-4.5,,0.0,0.0,Spring,,Yes
4758,238,5.0,19.0,85,0.8,567.0,16.4,0.0,0.0,0.0,Summer,,Yes
5099,13,10.0,21.6,97,0.5,266.0,,0.13,,0.0,Summer,No Holiday,Yes
8171,0,10.0,11.7,62,0.5,521.0,4.6,0.77,0.0,0.0,Autumn,No Holiday,No
8527,299,6.0,6.7,86,0.3,593.0,4.5,0.0,0.0,,Autumn,,Yes
8175,0,14.0,17.4,50,2.4,336.0,6.8,1.52,0.0,0.0,Autumn,No Holiday,No
5281,900,0.0,24.2,61,1.7,2000.0,16.1,0.0,0.0,0.0,,No Holiday,Yes
5976,969,23.0,29.4,79,,,25.3,0.0,2.0,0.0,Summer,No Holiday,Yes
3573,1435,,15.1,34,2.2,1981.0,-0.6,0.01,,0.0,Spring,No Holiday,Yes
4806,317,5.0,19.4,77,0.8,831.0,,0.0,0.0,0.0,Summer,No Holiday,Yes
5300,68,19.0,20.4,94,1.1,1769.0,19.3,0.14,0.5,0.0,Summer,No Holiday,Yes
1991,299,,-2.2,55,1.4,2000.0,-10.0,0.0,,0.0,,No Holiday,Yes
4121,1820,16.0,22.7,42,1.9,2000.0,9.1,1.13,0.0,0.0,Spring,No Holiday,Yes
4760,475,7.0,19.6,75,0.9,884.0,15.0,0.42,0.0,0.0,Summer,No Holiday,Yes
7607,1147,22.0,11.7,60,0.5,1002.0,4.1,0.0,0.0,0.0,Autumn,,Yes
5299,140,18.0,20.3,93,1.3,1832.0,19.1,0.22,0.5,0.0,Summer,,Yes
8105,0,16.0,18.7,25,2.1,1605.0,-1.7,1.07,0.0,0.0,Autumn,No Holiday,No
4972,353,3.0,25.4,50,,870.0,14.2,,,0.0,Summer,No Holiday,Yes
955,558,18.0,-3.8,58,,1996.0,-10.8,0.01,0.0,0.0,Winter,No Holiday,Yes
5035,596,18.0,20.6,97,,222.0,20.1,0.14,21.5,0.0,Summer,No Holiday,Yes
6784,1877,15.0,28.9,27,1.8,2000.0,,2.9,0.0,0.0,Autumn,No Holiday,Yes
3601,569,,14.7,54,,718.0,5.4,0.0,0.0,0.0,Spring,No Holiday,Yes
6491,670,10.0,25.4,75,0.7,1995.0,20.6,0.96,0.0,0.0,Summer,No Holiday,Yes
8347,2159,,11.3,42,1.2,1846.0,-1.1,0.01,0.0,,Autumn,,Yes
475,329,18.0,-1.4,79,1.6,702.0,-4.5,0.0,0.1,2.2,Winter,No Holiday,Yes
7644,910,11.0,16.7,65,1.5,675.0,10.0,,0.0,0.0,Autumn,No Holiday,Yes
386,146,1.0,-8.4,40,1.6,2000.0,-19.6,0.0,0.0,0.0,Winter,No Holiday,Yes
8093,0,,6.3,72,1.0,1104.0,,0.0,,0.0,,No Holiday,No
1626,227,17.0,-6.6,29,2.5,2000.0,-21.7,0.68,0.0,0.0,,No Holiday,Yes
537,188,8.0,5.1,83,0.9,,2.4,0.0,0.0,0.0,Winter,No Holiday,Yes
6388,62,3.0,,87,2.2,1286.0,22.4,0.0,1.0,0.0,Summer,No Holiday,Yes
8438,1037,13.0,10.9,32,2.1,1581.0,-5.1,1.85,0.0,0.0,Autumn,No Holiday,Yes
5033,766,16.0,25.2,81,3.6,961.0,21.6,0.5,0.0,0.0,Summer,,Yes
4213,1082,12.0,,24,2.9,1811.0,2.5,,0.0,0.0,Spring,No Holiday,Yes
6457,325,0.0,20.5,85,1.0,2000.0,17.8,,0.0,0.0,Summer,No Holiday,Yes
3508,239,,11.3,66,1.0,1506.0,5.1,0.0,,0.0,Spring,No Holiday,Yes
202,291,,-4.7,48,1.0,1784.0,-14.0,0.23,0.0,0.0,Winter,,Yes
7305,2101,8.0,13.7,54,2.4,1960.0,4.5,0.39,,0.0,Autumn,No Holiday,Yes
1333,142,12.0,-12.8,25,3.2,,-28.7,1.16,0.0,0.6,,No Holiday,Yes
7113,439,8.0,,69,,2000.0,11.2,0.3,0.0,,Autumn,Holiday,Yes
3503,1382,22.0,15.2,35,1.2,1999.0,-0.1,0.0,0.0,0.0,,No Holiday,Yes
2709,724,,6.7,48,2.6,774.0,-3.5,0.0,0.0,0.0,Spring,,Yes
6031,619,,27.7,84,1.4,1436.0,,0.0,0.0,0.0,,No Holiday,Yes
5032,1209,,26.4,76,3.7,1370.0,21.8,1.01,0.0,0.0,Summer,No Holiday,Yes
6515,642,10.0,26.4,78,2.7,2000.0,22.2,0.44,,0.0,Summer,,Yes
4663,416,6.0,18.7,75,0.9,1923.0,14.1,0.06,0.0,0.0,Summer,,Yes
4022,592,13.0,23.4,83,1.7,1944.0,20.3,1.5,0.0,0.0,,No Holiday,Yes
1855,30,6.0,-5.2,42,0.7,1980.0,-16.1,,0.0,0.0,Winter,Holiday,Yes
8249,0,,14.3,59,3.6,858.0,6.3,0.72,0.0,0.0,,No Holiday,No
2873,1156,16.0,20.7,36,3.6,811.0,5.0,1.82,0.0,0.0,Spring,No Holiday,Yes
3031,178,6.0,6.1,96,2.1,798.0,5.5,0.0,0.0,0.0,Spring,No Holiday,Yes
1206,56,5.0,-0.3,62,0.6,862.0,,,0.0,,Winter,No Holiday,
6564,868,11.0,26.7,51,,1925.0,15.7,2.65,0.0,,Summer,,
1646,228,13.0,,23,2.6,1937.0,-22.5,2.12,,0.0,Winter,,Yes
3418,247,,16.9,45,,1958.0,4.8,0.27,0.0,0.0,Spring,No Holiday,
3477,1332,20.0,12.6,49,0.8,2000.0,,0.0,0.0,0.0,Spring,No Holiday,Yes
7803,253,2.0,10.5,57,0.2,1837.0,2.3,0.0,,0.0,,No Holiday,Yes
2862,117,5.0,10.4,62,1.8,911.0,3.4,,0.0,0.0,Spring,No Holiday,Yes
1793,328,,3.9,41,4.0,1973.0,-8.1,1.24,0.0,0.0,,No Holiday,Yes
5527,672,6.0,23.3,83,0.2,875.0,20.2,0.02,,0.0,Summer,No Holiday,Yes
6923,1017,10.0,24.4,65,,1972.0,17.3,1.42,0.0,0.0,Autumn,No Holiday,Yes
3798,200,5.0,15.0,64,1.6,2000.0,8.2,0.0,0.0,0.0,,,Yes
3369,1659,8.0,13.0,54,,738.0,3.8,0.68,0.0,0.0,Spring,No Holiday,Yes
3368,979,,11.3,62,0.7,774.0,4.2,0.17,0.0,0.0,Spring,No Holiday,Yes
3534,170,,9.9,69,1.1,808.0,4.4,0.0,0.0,,,,Yes
7197,1653,20.0,20.0,46,2.0,2000.0,8.0,0.0,0.0,,Autumn,No Holiday,Yes
8134,1001,21.0,11.8,62,0.7,1030.0,,0.0,,0.0,,No Holiday,Yes
5110,17,21.0,,97,0.6,692.0,21.2,0.0,3.5,0.0,Summer,No Holiday,Yes
6025,929,0.0,,75,1.6,1946.0,24.0,0.0,0.0,0.0,Summer,No Holiday,Yes
3450,42,17.0,9.4,95,1.9,660.0,8.6,0.11,0.5,0.0,Spring,No Holiday,Yes
604,72,3.0,-2.6,70,1.0,1992.0,-7.3,,0.0,0.0,Winter,No Holiday,Yes
3057,399,8.0,2.4,44,4.3,1375.0,-8.6,0.41,0.0,0.0,Spring,No Holiday,Yes
8067,369,,6.1,68,0.5,1519.0,0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes
127,142,6.0,-3.7,76,0.0,1864.0,-7.3,0.0,0.0,0.4,Winter,No Holiday,Yes
5960,699,,28.5,82,0.8,914.0,25.1,0.09,0.0,0.0,Summer,No Holiday,Yes
3877,1161,12.0,20.0,47,1.4,685.0,8.3,,0.0,0.0,,,Yes
2936,918,7.0,15.1,80,1.0,623.0,,,0.0,0.0,Spring,No Holiday,Yes
7301,143,4.0,13.7,56,1.9,2000.0,5.0,,0.0,,Autumn,No Holiday,Yes
5444,1847,19.0,31.2,62,,1852.0,23.0,0.63,0.0,0.0,Summer,No Holiday,Yes
7152,750,23.0,,51,0.4,2000.0,5.5,0.0,0.0,0.0,Autumn,Holiday,
